NTPTime,speech,condition,robot,gesture,speech_eng,label_emotion,label_mood,scenario,TAG,emotion_arousal,emotion_valence,mood_arousal,mood_valence,emotion,mood,group,emotion_HRI
2109776.287109375,"Die Bohrmaschine von Xi Lix ist aus umweltfreundlichen Materialien hergestellt, bei Ada Tronik werden hierzu keine Angaben gemacht.",neutral,tiago,,The drill from Xilix is made of environmentally friendly materials. Adatronik does not provide any information on this.,,during_drill,drill,,,,4,3,,NEUTRAL,,
2119569.6818847656,Welche weiteren Aspekte sind ihnen bei der Auswahl der Bohrmaschine noch wichtig?,neutral,tiago,,Which further aspects of selecting a drill are important for you?,,during_drill,drill,,,,4,3,,NEUTRAL,,
2127163.093017578,"Die Maschine von Ada Tronik ist aktuell in unserem Angebotsprospekt und kostet 100€, die Maschine von Xi Lix ist etwas günstiger und kostet 65€.",neutral,tiago,,"The machine from Adatronik is currently on sale in our brochure and costs 100€, the machine from Xilix is slightly cheaper and costs 65€.",,during_drill,drill,,,,4,3,,NEUTRAL,,
2146524.337890625,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,neutral,tiago,,I will gladly deposit the product for you at the checkout.,,during_drill,drill,,,,4,3,,NEUTRAL,,
2156531.5510253906,"Sie können einen Rabatt von 10% bekommen, wenn Sie ein Kundenkonto eröffnen.",neutral,tiago,,You will receive a 10% discount if you create a customer account.,,during_customeraccount,customeraccount,,,,4,3,,NEUTRAL,,
2175046.764160156,Darf ich ihnen ein Kundenkonto einrichten?,neutral,tiago,,May I set up a customer account for you?,,during_customeraccount,customeraccount,,,,4,3,,NEUTRAL,,
2181128.828857422,Dann benötige ich Ihren Namen und Ihre E-Mail-Adresse.,neutral,tiago,,"Then, I need your name and email address.",at_customeraccount_name,during_customeraccount,customeraccount,,5.0,2.0,4,3,HNVHA,NEUTRAL,17.0,HNVHA
2193014.7290039062,Und wie ist ihre E-Mail-Adresse?,neutral,tiago,,And what is your email address?,,during_customeraccount,customeraccount,,,,4,3,,NEUTRAL,,
2200420.7770996094,Vielen Dank.,neutral,tiago,,Thank you very much.,,during_customeraccount,customeraccount,,,,4,3,,NEUTRAL,,
2201706.4899902344,Für Informationen über den Datenschutz besuchen Sie bitte unsere Webseite.,neutral,tiago,,"For information about data protection, please visit our website.",at_customeraccount_consent,during_customeraccount,customeraccount,,3.0,4.0,4,3,NEUTRAL,NEUTRAL,20.0,NEUTRAL
2207129.1201171875,"Das wars schon, der Rabatt wird ihnen automatisch an der Kasse angerechnet.",neutral,tiago,,That's it. The discount will be credited to you automatically at checkout.,,during_customeraccount,customeraccount,,,,4,3,,NEUTRAL,,
2212515.148925781,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",neutral,tiago,,Is there anything else I can help you with on your shopping list?,,,,,,,4,3,,NEUTRAL,,
2221282.912109375,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,neutral,tiago,,"To remove mold, we have only this product in the store.",,during_mold_remover,mold_remover,,,,4,3,,NEUTRAL,,
2233066.6918945312,"Tut mir Leid, das weiß ich nicht.",neutral,tiago,,,,,,,,,4,3,,NEUTRAL,,
2241643.8928222656,Möchten Sie den Schimmelentferner kaufen?,neutral,tiago,,Do you want to buy the mold remover?,,during_mold_remover,mold_remover,,,,4,3,,NEUTRAL,,
2245566.9318847656,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.",neutral,tiago,,"Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,mold_remover,,4.0,4.0,4,3,HPVHA,NEUTRAL,26.0,HPVHA
2252788.3369140625,,neutral,tiago,grab,,at_mold_remover_handover,during_mold_remover,mold_remover,,4.0,4.0,4,3,HPVHA,NEUTRAL,26.0,
2262174.2700195312,,neutral,tiago,handover,,at_mold_remover_handover,during_mold_remover,mold_remover,,4.0,4.0,4,3,HPVHA,NEUTRAL,26.0,
2274017.2431640625,,neutral,tiago,neutral,,at_mold_remover_handover,during_mold_remover,mold_remover,,4.0,4.0,4,3,HPVHA,NEUTRAL,26.0,
2278548.423828125,Kann ich Ihnen noch mit etwas helfen?,neutral,tiago,,Is there anything else I can help you with?,,,,,,,4,3,,NEUTRAL,,
2284451.867919922,"Tut mir Leid, das weiß ich nicht.",neutral,tiago,,,,,,,,,4,3,,NEUTRAL,,
2292661.656982422,Dann auf Wiedersehen und einen schönen Tag!,neutral,tiago,,"Goodbye, and have a nice day!",at_goodbye,,goodbye,,3.0,4.0,4,3,NEUTRAL,NEUTRAL,29.0,NEUTRAL
5638258.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,3.0,4.0,2,3,NEUTRAL,NEUTRAL,,
5830939.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,3.0,4.0,2,3,NEUTRAL,NEUTRAL,,
