NTPTime,speech,condition,robot,gesture,speech_eng,label_emotion,label_mood,scenario,TAG,emotion_arousal,emotion_valence,mood_arousal,mood_valence,emotion,mood,group,emotion_HRI
2120704.2517089844,"Das wars schon, der Rabatt wird ihnen automatisch an der Kasse angerechnet.",neutral,tiago,,That's it. The discount will be credited to you automatically at checkout.,,during_customeraccount,customeraccount,,,,5,3,,NEUTRAL,,
2125681.7768554688,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",neutral,tiago,,Is there anything else I can help you with on your shopping list?,,,,,,,5,3,,NEUTRAL,,
2135879.2768554688,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,neutral,tiago,,"To remove mold, we have only this product in the store.",,during_mold_remover,mold_remover,,,,5,3,,NEUTRAL,,
2140103.8198242188,Möchten Sie den Schimmelentferner kaufen?,neutral,tiago,,Do you want to buy the mold remover?,,during_mold_remover,mold_remover,,,,5,3,,NEUTRAL,,
2145892.6689453125,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.",neutral,tiago,,"Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,mold_remover,,4.0,5.0,5,3,HPVHA,NEUTRAL,27.0,HPVHA
2150152.485839844,,neutral,tiago,grab,,at_mold_remover_handover,during_mold_remover,mold_remover,,4.0,5.0,5,3,HPVHA,NEUTRAL,27.0,
2158497.9118652344,,neutral,tiago,handover,,at_mold_remover_handover,during_mold_remover,mold_remover,,4.0,5.0,5,3,HPVHA,NEUTRAL,27.0,
2169493.326904297,,neutral,tiago,neutral,,at_mold_remover_handover,during_mold_remover,mold_remover,,4.0,5.0,5,3,HPVHA,NEUTRAL,27.0,
2173187.100830078,Kann ich Ihnen noch mit etwas helfen?,neutral,tiago,,Is there anything else I can help you with?,,,,,,,5,3,,NEUTRAL,,
2177695.0546875,Dann auf Wiedersehen und einen schönen Tag!,neutral,tiago,,"Goodbye, and have a nice day!",at_goodbye,,goodbye,,2.0,5.0,5,3,HPVLA,NEUTRAL,29.0,HPVLA
2209711.0,,neutral,tiago,,,,,,HRI_end,,,5,3,,NEUTRAL,,
3902929.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,2.0,5.0,3,4,HPVLA,NEUTRAL,,
4100422.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,2.0,5.0,3,4,HPVLA,NEUTRAL,,
