NTPTime,speech,condition,robot,gesture,speech_eng,label_emotion,label_mood,scenario,TAG,emotion_arousal,emotion_valence,mood_arousal,mood_valence,emotion,mood,group,emotion_HRI
2483437.9970703125,"Die Maschine von Xi Lix hat ein offizielles Sicherheitssiegel, was bei Ada Tronik nicht der Fall ist.",neutral,tiago,,"Xilix's machine has an official security seal, which is not the case with Adatronik.",,during_drill,drill,,,,1,4,,HPVLA,,
2490886.888916016,Sind Sie an einer Empfehlung interessiert?,neutral,tiago,,Are you interested in a recommendation?,,during_drill,drill,,,,1,4,,HPVLA,,
2495493.646972656,Ich würde Ihnen die Bohrmaschine von Xi Lix empfehlen. Sie ist günstiger und hat ein offizielles Sicherheitssiegel. Mit dem Kauf schützen Sie die Umwelt und sie ist zudem leiser.,neutral,tiago,,"I recommend the drill from Xilix. It is cheaper and has an official safety seal. By buying it, you protect the environment, and it is also quieter.",at_drillrecommendation,during_drill,drill,,1.0,4.0,1,4,HPVLA,HPVLA,15.0,HPVLA
2511220.889892578,Für welches Produkt haben Sie sich entschieden?,neutral,tiago,,Which product did you choose?,,during_drill,drill,,,,1,4,,HPVLA,,
2516165.2868652344,Ich lasse Ihnen das Produkt gerne an der Kasse hinterlegen.,neutral,tiago,,I will gladly deposit the product for you at the checkout.,,during_drill,drill,,,,1,4,,HPVLA,,
2527573.962890625,Haben Sie bereits von unserem Kundenkonto gehört?,neutral,tiago,,Have you heard about our customer account?,,during_customeraccount,customeraccount,,,,1,4,,HPVLA,,
2532675.951904297,"Sie können einen Rabatt von 10% bekommen, wenn Sie ein Kundenkonto eröffnen.",neutral,tiago,,You will receive a 10% discount if you create a customer account.,,during_customeraccount,customeraccount,,,,1,4,,HPVLA,,
2541662.295898437,Dann benötige ich Ihren Namen und Ihre E-Mail-Adresse.,neutral,tiago,,"Then, I need your name and email address.",at_customeraccount_name,during_customeraccount,customeraccount,,1.0,3.0,1,4,NEUTRAL,HPVLA,20.0,NEUTRAL
2550177.6330566406,Und wie ist ihre E-Mail-Adresse?,neutral,tiago,,And what is your email address?,,during_customeraccount,customeraccount,,,,1,4,,HPVLA,,
2557541.041015625,Vielen Dank.,neutral,tiago,,Thank you very much.,,during_customeraccount,customeraccount,,,,1,4,,HPVLA,,
2559381.585205078,"Das wars schon, der Rabatt wird ihnen automatisch an der Kasse angerechnet.",neutral,tiago,,That's it. The discount will be credited to you automatically at checkout.,,during_customeraccount,customeraccount,,,,1,4,,HPVLA,,
2570981.968017578,Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,neutral,tiago,,"To remove mold, we have only this product in the store.",,during_mold_remover,mold_remover,,,,1,4,,HPVLA,,
2579015.9931640625,Möchten Sie den Schimmelentferner kaufen?,neutral,tiago,,Do you want to buy the mold remover?,,during_mold_remover,mold_remover,,,,1,4,,HPVLA,,
2586884.6459960938,Der Schimmelentferner entfernt nachhaltig jeden Schimmelpilz.,neutral,tiago,,The mold remover removes every mold sustainably,,during_mold_remover,mold_remover,,,,1,4,,HPVLA,,
2591807.813964844,"Ok, ich werde ihnen die Flasche reichen und meine Hand öffnen. Bitte seien Sie bereit, die Flasche zu übernehmen.",neutral,tiago,,"Okay, I will hand over the bottle to you and open my hand. Please be prepared to take the bottle.",at_mold_remover_handover,during_mold_remover,mold_remover,,1.0,4.0,1,4,HPVLA,HPVLA,27.0,HPVLA
2601147.484863281,,neutral,tiago,grab,,at_mold_remover_handover,during_mold_remover,mold_remover,,1.0,4.0,1,4,HPVLA,HPVLA,27.0,
2608651.803955078,,neutral,tiago,handover,,at_mold_remover_handover,during_mold_remover,mold_remover,,1.0,4.0,1,4,HPVLA,HPVLA,27.0,
2614017.4399414062,,neutral,tiago,neutral,,at_mold_remover_handover,during_mold_remover,mold_remover,,1.0,4.0,1,4,HPVLA,HPVLA,27.0,
2618674.4741210938,Kann ich Ihnen noch mit etwas helfen?,neutral,tiago,,Is there anything else I can help you with?,,,,,,,1,4,,HPVLA,,
2625123.4409179688,Dann auf Wiedersehen und einen schönen Tag!,neutral,tiago,,"Goodbye, and have a nice day!",at_goodbye,,goodbye,,1.0,4.0,1,4,HPVLA,HPVLA,29.0,HPVLA
4001590.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,1.0,4.0,1,4,HPVLA,HPVLA,,
4197364.0,,neutral,tiago,,,mood_post,mood_post,,second_baseline,1.0,4.0,1,4,HPVLA,HPVLA,,
